GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.scan.assertion,ReferencesType,40,0,2,0,11,0,5,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex,DexDump,31,0,0,0,10,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex,AccessFlag,62,133,10,0,13,36,8,1,3,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex,DexLoader,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.layout,LayoutCallbackResolver,68,0,10,0,12,0,7,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.layout,Layout,82,0,6,0,26,0,9,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.file,FileType,516,0,76,0,90,0,57,0,19,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.file,IpaFileMatcherBuilder,0,58,0,0,0,12,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.file,MediaTypeValues,3,40,0,0,1,13,1,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.file,FileMatcher,0,44,0,6,0,12,0,6,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,PolicyLoader,20,77,2,12,4,21,4,7,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,ScannableTypeLoader,14,41,4,7,4,14,5,5,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,WhitelistLoader,6,40,3,3,2,12,4,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,KnowledgeBaseLoader,17,182,6,34,5,44,7,17,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,SmsHeuristicLoader,15,0,2,0,5,0,3,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,SmsContentPatternLoader,42,0,6,0,12,0,6,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,SimpleByteSequenceHeuristicLoader,3,41,4,4,1,12,5,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,SignatureTableHeuristicLoader,3,46,4,6,1,14,5,3,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,PackageInfoPolicy,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,HeuristicGroupLoader,8,34,3,10,4,10,4,5,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,HeuristicLoader,3,22,0,4,1,8,1,4,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.policy.v3,TikaTypeLoader,4,46,3,8,2,14,4,5,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,MetaData,0,36,0,0,0,9,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Provider,0,106,1,1,0,27,1,12,0,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,ActivityAlias,0,21,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Screen,0,27,0,0,0,7,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Permission,0,63,0,0,0,15,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Context,21,125,0,10,11,32,6,16,6,11
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,PermissionGroup,0,45,0,0,0,11,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,UsesConfiguration,0,54,0,0,0,13,0,7,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,UsesLibrary,0,27,0,0,0,7,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,PermissionTree,0,36,0,0,0,9,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Activity,0,156,0,0,0,36,0,18,0,18
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Data,0,72,0,0,0,17,0,9,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,GrantUriPermission,0,36,0,0,0,9,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Application,0,315,0,18,0,71,0,36,0,27
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,SupportsScreens,0,63,0,0,0,15,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,IntentFilter,0,118,1,11,0,27,1,13,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,UsesFeature,0,36,0,0,0,9,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Manifest,64,497,6,55,12,134,7,58,1,33
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Receiver,0,21,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Service,0,21,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,ManifestException,18,5,0,0,4,2,2,1,2,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.manifest,Instrumentation,0,63,0,0,0,15,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.cli,ApkDump,39,0,0,0,10,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,CryptoProviderException,7,5,0,0,4,2,2,1,2,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,KeyTool.KeystoreProperties,0,10,0,0,0,4,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,KeyObfuscator,435,246,17,3,44,16,17,3,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,SimpleCertificateValidator,2,98,1,1,0,21,1,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,Notary,269,71,12,4,59,18,16,2,8,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,SimpleCrypto,45,45,2,2,23,12,3,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,X509Tool,92,0,2,0,26,0,4,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,PasswordUtils,37,50,3,5,6,16,5,3,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,NotarizedAttributeTableGenerator,55,0,0,0,9,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,CryptoProvider,414,441,22,10,88,62,23,16,9,14
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,CryptoService,10,14,0,2,2,6,1,2,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,KeyStoreSetup,725,0,22,0,146,0,18,0,7,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,KeyTool,717,204,51,7,184,64,35,12,9,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,CryptoTool,178,0,12,0,36,0,13,0,7,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.crypto,PasswordEncrypter,24,339,3,11,13,57,4,13,1,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.utils,StringUtils,3,54,0,8,1,11,1,5,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security,BaseApkScanner,60,61,4,2,6,19,4,7,1,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.graphviz,NodeBuilder,40,0,2,0,15,0,6,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.graphviz,StatementBuilder,125,0,4,0,36,0,12,0,10,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.graphviz,GraphBuilder,59,0,4,0,16,0,7,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.graphviz,EdgeBuilder,59,0,6,0,19,0,8,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.graphviz,DotFile,8,0,0,0,5,0,3,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,TypeTable,49,0,4,0,12,0,5,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,ArrayDefinition,43,0,0,0,12,0,6,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,StringTable,50,0,4,0,12,0,5,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,Field,63,40,4,0,13,16,6,10,4,10
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,ClassDefinition,374,270,47,33,69,69,35,37,9,22
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,MethodTable,70,0,6,0,17,0,7,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,Prototype,101,126,7,7,18,28,8,12,3,10
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,Method,125,71,11,5,24,19,11,16,5,14
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,PrototypeTable,50,0,4,0,12,0,5,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,ClassDefinitionTable,97,0,10,0,21,0,10,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.model,FieldTable,50,0,4,0,12,0,5,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,ZipValidationHeuristic,23,263,7,33,4,55,7,24,0,11
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,RandomAccessFileInputStream,15,82,0,8,4,22,2,8,2,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,CentralDirectoryFileHeader,188,175,0,6,22,33,9,19,9,16
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,RandomAccessZipFile,50,374,2,30,5,80,2,29,0,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,DataDescriptor,114,0,4,0,29,0,13,0,11,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,ZipRecord,8,120,0,8,2,35,2,14,2,10
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,LocalFileHeader,172,90,0,4,20,20,8,14,8,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,EndOfCentralDirectory,67,84,2,2,11,20,4,12,2,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,RandomAccessZipFile.RAZipEntry,18,107,0,0,1,20,1,7,1,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,ZipAnomalyDetected.ZipErrorCode,9,138,2,4,2,17,3,7,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan.file.zip,ZipAnomalyDetected,8,102,4,4,2,25,4,7,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.file.assertion,SuspectSigner,65,0,6,0,11,0,8,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,KuhnMunkresSolver,17,1141,9,141,6,245,9,94,0,25
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,NoSuchEntryException,19,4,0,0,4,2,2,1,2,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Sha1Utils,5,47,1,3,2,12,2,4,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ShannonEntropy.new FileSystemVisitor() {...},245,0,10,0,48,0,11,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Base64,66,115,16,8,14,25,14,8,2,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,BiggerBufferedInputStream,191,353,35,59,42,74,28,28,3,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,KuhnMunkresSolver.State,5,105,0,0,0,3,1,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,DexUtil,156,0,20,0,33,0,15,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ShannonEntropy,69,149,0,8,18,31,7,12,7,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ZipUtils,202,0,16,0,43,0,16,0,8,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Base64.Coder,0,3,0,0,0,1,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ReusableBufferedInputStreamPool.ReusableBufferedInputStreamFactory,0,10,0,0,0,2,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,GreedyWeightedMatchSolver.Edge,0,15,0,0,0,5,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Pattern,0,28,0,2,0,6,0,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ReusableBufferedInputStream,19,41,0,0,1,17,1,7,1,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Base64.Decoder,166,2245,27,28,42,75,22,14,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,GreedyWeightedMatchSolver.new Comparator() {...},0,30,1,5,0,8,1,4,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,IOUtils,45,44,11,9,22,21,13,8,7,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Hex,31,220,5,26,7,39,6,28,2,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ArchiveUtils,87,73,4,6,17,22,8,9,5,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,X509SubjectSelector,18,33,1,1,6,9,2,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Bytes,384,462,23,23,61,79,26,24,12,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ShannonEntropyInputStream,4,55,1,3,1,15,2,7,1,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,BoyerMooreMatcher,10,303,3,27,3,88,3,19,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,RandomAccessZipUtils,56,77,3,7,9,22,7,7,5,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Base64.Encoder,375,759,57,19,47,54,38,5,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,GreedyWeightedMatchSolver,5,227,1,23,1,43,1,18,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ImprintIO,3,67,0,4,1,13,1,4,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,ReusableBufferedInputStreamPool,60,88,3,7,13,33,9,12,7,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,Integers,3,36,0,2,1,7,1,3,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,PatternMatcher.State,21,49,0,0,1,2,2,2,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,SimpleVectorOps,62,0,6,0,13,0,6,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,BoyerMoorePattern,0,236,0,20,0,45,0,22,0,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,CyclicPolynomialHash,8,1205,2,8,1,57,2,9,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.utils,DigestUtils,49,0,0,0,9,0,3,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.scan,SignatureContext,43,16,10,0,12,4,8,2,3,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet,ApkFilePolicy,39,115,4,4,7,36,3,13,0,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet,ApkScanner,11,37,2,4,3,10,2,5,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet,DefaultScannerFactory,28,3,6,0,7,1,4,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout,NotFoundException,4,0,0,0,2,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis.viz,ColorByClassLoader,71,0,4,0,22,0,8,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis.viz,AppGenomeColoringStrategy,133,0,8,0,32,0,11,0,7,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,MethodSignature,90,86,9,11,17,21,9,11,4,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ComponentSignature,2,104,2,12,1,23,2,14,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,PrototypeConstraint,11,17,0,0,3,5,2,2,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable.Sequence,7,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,LoaderConstraint,43,0,4,0,13,0,7,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,SimpleByteSequenceTable.Sequence,0,6,0,0,0,1,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,PermissionConstraint,35,0,2,0,9,0,4,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,AssetPolicy,148,75,16,8,34,17,12,8,3,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable.ElementType,50,0,0,0,4,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,PolicyAssertionFactory,3,18,0,2,1,4,1,3,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,CallingLoaderConstraint,6,47,2,4,2,14,3,6,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ManifestComponent,33,33,2,2,9,10,4,4,2,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,SimpleByteSequenceTable.Entry,0,6,0,0,0,1,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,EntropyThresholdConstraint,8,20,0,2,4,5,2,3,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,IntentFilterConstraint,8,106,2,20,2,24,4,15,2,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,SignatureTable.Entry,0,12,0,0,0,4,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable.Entry,6,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable.Operator,50,0,0,0,4,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable.SequenceElement,6,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,AssetPathConstraint,12,20,0,0,5,6,3,2,3,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable.Relation,7,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,SignatureTable,5,148,2,10,2,31,3,9,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ByteSequenceTable,349,0,49,0,79,0,31,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,AssetSignature,13,93,3,11,3,24,3,11,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ClassSignature,91,119,16,10,19,27,16,11,6,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,ComponentPolicy,190,310,17,31,27,71,15,23,2,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,AssetContext,17,125,1,1,6,20,6,6,5,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.definition.v3,SimpleByteSequenceTable,120,32,8,0,23,10,6,4,2,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicScanContext,71,250,6,14,19,77,8,37,5,30
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ResourceTree,10,0,0,0,4,0,3,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ScannableInputStream,7,48,0,4,1,16,0,6,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ScanProperties,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,SymbolicScanContext,24,4,1,1,8,2,3,1,2,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,DuplicatePackageEntryDetector,5,69,0,2,1,19,1,4,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,HasHighEntropy,20,0,0,0,6,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicScannableResource,12,38,2,0,3,14,3,8,2,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicResourceMetadataFactory,0,26,0,0,0,7,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionResolver,4,101,3,15,1,21,3,9,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ResourceScanner,181,0,8,0,32,0,7,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ContentBuffer,113,196,16,24,23,59,14,25,4,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ResourceMetadata,105,115,14,10,29,29,16,14,8,10
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,HasAssessment,7,98,1,7,2,24,2,12,1,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionFilter.TypeOf,0,33,0,4,0,8,0,4,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,StreamBufferPool,67,61,5,3,17,16,11,8,8,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ScannerException,0,15,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,CompoundPolicy,70,0,8,0,17,0,9,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,SmsContentPolicy,26,37,4,2,4,14,3,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,PolicyInspector,187,0,10,0,32,0,8,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,DuplicatePackageAsset,0,4,0,0,0,2,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicScanner,5,3,0,0,1,1,1,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ResourceAssertionSet,0,28,0,2,0,8,0,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionFilter.AnyOf,0,35,0,2,0,7,0,3,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionFilter.AllOf,0,43,0,4,0,11,0,4,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,StreamBufferPool.StreamBufferFactory,0,25,0,0,0,6,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicAssertionReactorFactory,9,0,0,0,4,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionSet,77,7,10,0,20,2,9,2,4,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicPolicy,11,35,0,2,4,10,3,4,3,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,PrioritizedHeuristic,0,17,0,0,0,8,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicAssertionReporter,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,SecurityPolicy,10,45,0,0,4,17,3,11,3,11
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,IsWhitelisted,7,8,0,0,3,2,3,2,3,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ResourceTree.Entry,20,0,0,0,7,0,3,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,TikaScanContext,6,17,0,0,1,6,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionResolver.AssertionComparator,2,63,2,8,1,15,2,5,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,PolicyManager,235,152,15,9,46,46,18,12,8,10
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionFilter.Has,0,33,0,4,0,9,0,4,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ContainerInspectionFactory,3,73,0,12,1,16,1,9,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssertionFilter,0,3,0,0,0,1,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,StreamBuffer,3,24,0,0,1,7,1,4,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AggregateAssertion,32,0,2,0,10,0,6,0,5,0
