GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.analysis.test,TestCodeIndexSaver,6,39,0,0,1,11,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.analysis.test,TestEntrypointResolver,6,49,0,2,1,15,0,6,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.file,TestFileMatcher,0,103,0,0,0,27,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.sms,ScannableSmsStreamTest,0,172,1,5,0,47,1,10,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.sms,SmsResourceTest,0,26,0,0,0,7,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.sms,BasicSmsMessageTests,0,22,0,0,0,7,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.threatnet.kb,AssessmentTest,0,45,0,0,0,12,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.threatnet.kb,ThreatClassificationTest,45,380,12,4,5,109,8,15,0,15
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.utils,StringUtilsTests,1,149,1,9,0,22,1,7,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,PasswordUtilsTests,0,98,0,0,0,23,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,NotaryTests,100,34,3,1,22,10,7,3,5,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,PasswordEncrypterTests,12,723,0,4,4,46,0,8,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,CryptoProviderTests.MockCryptoProvider,97,9,0,0,25,4,3,1,3,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,SimpleCryptoTests,0,4872,0,2,0,193,0,5,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,CryptoServiceTests,8,3,0,0,4,1,1,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,KeyToolTests,108,215,0,0,21,46,1,9,1,9
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,CryptoProviderTests,90,272,1,5,23,81,3,16,2,14
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,KeyToolTests.ExitException,0,7,0,0,0,3,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.security.crypto,KeyToolTests.NoExitSecurityManager,1,12,0,0,1,4,1,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.manifest.test,ManifestParserTest.TestFullBinaryManifest,0,730,0,0,0,175,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.manifest.test,ManifestParserTest.TestNoAttributeNamesBinaryManifest,0,120,0,0,0,28,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.manifest.test,ManifestParserTest,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.manifest.test,ManifestParserTest.TestBinaryManifestWithMultipleManifestElements,0,38,0,0,0,11,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.manifest.test,ManifestParserTest.TestLookoutBinaryManifest,0,36,0,0,0,8,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip.test,TestRandomAccessZip,70,572,8,36,12,132,7,39,0,24
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip.test,EndOfCentralDirectoryTests.UnitTests,0,104,0,0,0,25,0,11,0,11
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip.test,ZipValidationHeuristicTest,0,155,0,0,0,42,0,14,0,14
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip.test,EndOfCentralDirectoryTests,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip.test,EndOfCentralDirectoryTests.FunctionalTests,0,80,0,0,0,24,0,12,0,12
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser.TestResourceTableWithNullPads,0,38,0,0,0,11,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser.TestLookoutResourceTable,0,102,0,0,0,18,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser.TestBinaryManifest,0,200,0,12,0,28,0,11,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceTableType.TableTypeWith28BytesOfConfiguration,0,117,0,0,0,26,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser.TestNonManifestBinary,4,130,0,14,1,31,0,10,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceTableType.TableTypeWith36BytesOfConfiguration,0,24,0,0,0,8,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceTableType.TableTypeWith38BytesOfConfiguration,0,19,0,0,0,7,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser.TestNullChunk,0,16,0,0,0,5,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceTableType.TableTypeWith32BytesOfConfiguration,0,29,0,0,0,9,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceChunk,28,135,0,0,8,24,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceTableType,8,308,0,4,2,57,1,5,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser,3,26,0,0,1,6,1,4,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.xml,TestResourceXmlParser.TestCDataManifest,0,41,1,5,0,13,1,4,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,DexHeuristicTest.new DexHeuristic() {...},3,6,0,0,2,2,1,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,StringPresentTest,0,284,0,0,0,37,0,7,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,ContainsSequenceTest,7,615,2,10,2,97,2,17,0,13
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,StringMatchesTest,0,210,0,0,0,27,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,DexHeuristicTest.new DexHeuristic() {...},0,9,0,0,0,4,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,ClassDefinedTest,0,395,0,0,0,53,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.scan.heuristic,DexHeuristicTest,8,43,0,0,1,12,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestTikaResourceMetadataFactory.TestResourceMetadataFactory,13,0,0,0,2,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestTikaFileFactory.TestAssertionListener,25,0,4,0,4,0,5,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestTikaFileFactory.MockPolicyFactory,12,0,0,0,4,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,MagicTypesTests.TestMagicTypes,0,16,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,MagicTypesTests,0,240,0,0,0,60,0,12,0,12
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestTikaFileFactory,393,6,16,0,93,2,12,2,4,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestIpaDetector,24,152,0,0,4,36,0,11,0,11
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestTikaResourceMetadataFactory,72,634,2,2,18,160,4,18,2,18
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestTikaResourceMetadataFactory.TestErrorsInScanningListener,5,68,0,10,5,18,5,13,5,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.mimetype.test,TestApkDetector,0,118,0,0,0,19,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.file.test,TestMethodItem,0,54,0,2,0,12,0,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.file,ClassDefinitionSectionTest,0,66,0,0,0,16,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,ComponentPolicyTests,34,743,6,11,10,153,7,19,1,15
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,PolicyTests,16,350,1,1,2,80,2,10,1,10
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,TestApiPolicy,7,314,0,0,1,74,0,13,0,13
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,SignatureTableTests,5,88,0,0,2,24,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,PolicyTests.TestKnowledgeBase,0,6,0,0,0,3,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,AssertionDefinitionTest,0,24,0,0,0,6,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,AssetContextTest,0,9,0,0,0,3,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,ComponentPolicyTests.MockComponentSignature,1,52,3,8,1,15,3,7,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,PolicyTests.TestWhitelistSecurityPolicy,0,12,0,0,0,5,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.definition.v3.test,PolicyAssertionFactoryTests,0,52,0,0,0,14,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip,TestZipAnomalies,64,259,2,11,12,63,2,17,0,10
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip,TestZipAnomalies.CreatedRAZip,0,129,0,0,0,30,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.file.zip,TestZipAnomalies.CreatedStreamingZip,12,90,0,0,1,19,1,4,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestTypes,0,42,0,0,0,13,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestInvocationInstructions,0,76,0,0,0,17,0,10,0,10
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestArrayInstructions,0,263,0,0,0,24,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestSwitchInstructions,0,98,0,0,0,20,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestSymbolicHeap,0,131,0,2,0,28,0,8,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,BasicInstructionCase,44,124,1,3,7,32,4,11,3,10
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestIfTestInstructions,0,115,0,0,0,27,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestOutOfBandExecution,373,3,28,0,81,1,21,1,7,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestInstanceOperations,0,45,0,0,0,10,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestConstInstructionExecution,0,172,0,0,0,42,0,16,0,16
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestMoveInstructions,0,106,0,0,0,29,0,16,0,16
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestDexClassLoader,0,38,0,0,0,10,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestGotoInstructions,0,124,0,0,0,31,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestClassLoaderLibrary,0,51,0,0,0,14,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestNonexistenceRobustness,0,58,0,0,0,17,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestEntrypointExecutor,11,47,0,0,2,12,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,TestArithmeticInstructions,0,595,0,0,0,52,0,9,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.dex.vm.test,DexCase,15,36,1,3,1,9,1,5,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,HasAssessmentTests,5,205,3,3,0,40,3,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,BasicPolicyFactoryTests,6,62,0,0,2,15,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,AssertionSetTests,0,101,0,0,0,24,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,TestSymbolicScanner.new MockPolicyFactory() {...},14,0,0,0,3,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,SmsContentPolicyTests,74,103,6,0,16,23,6,5,3,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,BasicPolicyTests,6,88,0,0,2,19,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,TyperTests,0,95,0,0,0,20,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,DuplicatePackageEntryDetectorTests,0,232,0,0,0,43,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,AssetPolicyTests,0,454,0,0,0,99,0,8,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockPolicyFactory,4,11,1,1,1,4,1,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,SmsContentPolicyTests.TestAssertionListener,0,13,0,0,0,4,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,BasicPolicyFactoryTests.AnotherResource,0,7,0,0,0,3,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockAssertion,18,77,1,3,2,22,2,10,1,9
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,AssertionFilterTests,0,438,0,0,0,83,0,9,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,TestSymbolicScanner.MockSymbolicScanContext,32,0,2,0,10,0,3,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,ResourceMetadataTests,0,15,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,PolicyManagerTests,158,47,10,0,31,14,9,3,4,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,AssertionResolverTests,14,1458,14,14,0,278,14,27,0,27
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockHeuristic,8,21,1,1,4,9,3,3,2,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,TestSymbolicScanner,47,3,0,0,10,1,3,1,3,1
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockScanContext,6,30,0,2,1,10,0,3,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockResource,7,24,0,0,2,10,2,5,2,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,ContainerInspectionFactoryTests,0,287,0,0,0,59,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockScanner,11,35,0,2,3,12,1,7,1,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,StreamBufferTests,3,578,9,15,0,113,9,16,0,13
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,ScannableInputStreamTests,0,116,0,0,0,25,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,ResourceAssertionSetTests,12,54,4,2,0,13,3,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,BasicScanContextTests,0,247,0,0,0,47,0,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,BasicScanContextTests.TestAssertionListener,0,13,0,0,0,4,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,BasicScanContextTests.TestScanListener,9,64,0,0,4,19,3,5,3,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,AssetSignatureTests,0,342,0,0,0,63,0,11,0,11
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.test,MockGreedyAssertion,70,51,6,2,15,11,8,5,4,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.heuristic.test,ResourceSignatureHeuristicTest,7,140,1,5,1,28,1,6,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.heuristic.test,TestChlParser,22,2553,1,25,4,408,2,57,1,45
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.scan.heuristic.test,ResourceSignatureHeuristicTest.MockResourceSignatureHeuristic,6,18,0,0,2,5,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.file,TestSignatureIntegrityValidationHeuristic,0,475,0,0,0,103,0,13,0,13
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.file,TestPackageSignerEquivalenceHeuristic,0,97,0,0,0,22,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.file,TestSignatures,15,280,0,0,4,80,0,11,0,11
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.file,TestLongLabelHeuristic,0,282,0,0,0,57,0,10,0,10
"test (Nov 24, 2014 6:06:21 PM)/security/test",com.lookout.android.apk.file,TestApkFile,0,254,0,0,0,66,0,18,0,18
